(40, 40)
(40, 120)
(40, 200)
(40, 280)
(40, 360)
(40, 440)
(40, 520)
(40, 600)
(40, 680)
(40, 760)
(40, 840)
(40, 920)
(40, 1000)
(40, 1080)
(40, 1160)
(40, 1240)
(40, 1320)
(40, 1400)
(40, 1480)
(40, 1560)
(40, 1640)
(40, 1720)
(40, 1800)
(40, 1880)
(116, 40)
(116, 120)
(116, 200)
(116, 280)
(116, 360)
(116, 440)
(116, 520)
(116, 600)
(116, 680)
(116, 760)
(116, 840)
(116, 920)
(116, 1000)
(116, 1080)
(116, 1160)
(116, 1240)
(116, 1320)
(116, 1400)
(116, 1480)
(116, 1560)
(116, 1640)
(116, 1720)
(116, 1800)
(116, 1880)
(193, 40)
(193, 120)
(193, 200)
(193, 280)
(193, 360)
(193, 440)
(193, 520)
(193, 600)
(193, 680)
(193, 760)
(193, 840)
(193, 920)
(193, 1000)
(193, 1080)
(193, 1160)
(193, 1240)
(193, 1320)
(193, 1400)
(193, 1480)
(193, 1560)
(193, 1640)
(193, 1720)
(193, 1800)
(193, 1880)
(270, 40)
(270, 120)
(270, 200)
(270, 280)
(270, 360)
(270, 440)
(270, 520)
(270, 600)
(270, 680)
(270, 760)
(270, 840)
(270, 920)
(270, 1000)
(270, 1080)
(270, 1160)
(270, 1240)
(270, 1320)
(270, 1400)
(270, 1480)
(270, 1560)
(270, 1640)
(270, 1720)
(270, 1800)
(270, 1880)
(347, 40)
(347, 120)
(347, 200)
(347, 280)
(347, 360)
(347, 440)
(347, 520)
(347, 600)
(347, 680)
(347, 760)
(347, 840)
(347, 920)
(347, 1000)
(347, 1080)
(347, 1160)
(347, 1240)
(347, 1320)
(347, 1400)
(347, 1480)
(347, 1560)
(347, 1640)
(347, 1720)
(347, 1800)
(347, 1880)
(424, 40)
(424, 120)
(424, 200)
(424, 280)
(424, 360)
(424, 440)
(424, 520)
(424, 600)
(424, 680)
(424, 760)
(424, 840)
(424, 920)
(424, 1000)
(424, 1080)
(424, 1160)
(424, 1240)
(424, 1320)
(424, 1400)
(424, 1480)
(424, 1560)
(424, 1640)
(424, 1720)
(424, 1800)
(424, 1880)
(501, 40)
(501, 120)
(501, 200)
(501, 280)
(501, 360)
(501, 440)
(501, 520)
(501, 600)
(501, 680)
(501, 760)
(501, 840)
(501, 920)
(501, 1000)
(501, 1080)
(501, 1160)
(501, 1240)
(501, 1320)
(501, 1400)
(501, 1480)
(501, 1560)
(501, 1640)
(501, 1720)
(501, 1800)
(501, 1880)
(578, 40)
(578, 120)
(578, 200)
(578, 280)
(578, 360)
(578, 440)
(578, 520)
(578, 600)
(578, 680)
(578, 760)
(578, 840)
(578, 920)
(578, 1000)
(578, 1080)
(578, 1160)
(578, 1240)
(578, 1320)
(578, 1400)
(578, 1480)
(578, 1560)
(578, 1640)
(578, 1720)
(578, 1800)
(578, 1880)
(655, 40)
(655, 120)
(655, 200)
(655, 280)
(655, 360)
(655, 440)
(655, 520)
(655, 600)
(655, 680)
(655, 760)
(655, 840)
(655, 920)
(655, 1000)
(655, 1080)
(655, 1160)
(655, 1240)
(655, 1320)
(655, 1400)
(655, 1480)
(655, 1560)
(655, 1640)
(655, 1720)
(655, 1800)
(655, 1880)
(732, 40)
(732, 120)
(732, 200)
(732, 280)
(732, 360)
(732, 440)
(732, 520)
(732, 600)
(732, 680)
(732, 760)
(732, 840)
(732, 920)
(732, 1000)
(732, 1080)
(732, 1160)
(732, 1240)
(732, 1320)
(732, 1400)
(732, 1480)
(732, 1560)
(732, 1640)
(732, 1720)
(732, 1800)
(732, 1880)
(809, 40)
(809, 120)
(809, 200)
(809, 280)
(809, 360)
(809, 440)
(809, 520)
(809, 600)
(809, 680)
(809, 760)
(809, 840)
(809, 920)
(809, 1000)
(809, 1080)
(809, 1160)
(809, 1240)
(809, 1320)
(809, 1400)
(809, 1480)
(809, 1560)
(809, 1640)
(809, 1720)
(809, 1800)
(809, 1880)
(886, 40)
(886, 120)
(886, 200)
(886, 280)
(886, 360)
(886, 440)
(886, 520)
(886, 600)
(886, 680)
(886, 760)
(886, 840)
(886, 920)
(886, 1000)
(886, 1080)
(886, 1160)
(886, 1240)
(886, 1320)
(886, 1400)
(886, 1480)
(886, 1560)
(886, 1640)
(886, 1720)
(886, 1800)
(886, 1880)
(963, 40)
(963, 120)
(963, 200)
(963, 280)
(963, 360)
(963, 440)
(963, 520)
(963, 600)
(963, 680)
(963, 760)
(963, 840)
(963, 920)
(963, 1000)
(963, 1080)
(963, 1160)
(963, 1240)
(963, 1320)
(963, 1400)
(963, 1480)
(963, 1560)
(963, 1640)
(963, 1720)
(963, 1800)
(963, 1880)
(1040, 40)
(1040, 120)
(1040, 200)
(1040, 280)
(1040, 360)
(1040, 440)
(1040, 520)
(1040, 600)
(1040, 680)
(1040, 760)
(1040, 840)
(1040, 920)
(1040, 1000)
(1040, 1080)
(1040, 1160)
(1040, 1240)
(1040, 1320)
(1040, 1400)
(1040, 1480)
(1040, 1560)
(1040, 1640)
(1040, 1720)
(1040, 1800)
(1040, 1880)
